name	id_staz	id_reg	lat	lon
Trieste Centrale	S03317	10	45.657456	13.771873
Trinitapoli S.Ferdin. Di P.	S11106	16	41.349677	16.090839
Trinita` Bene Vagienna	S00950	3	44.504656	7.752647
Trino Vercellese	S00176	3	45.190066	8.294093
Triuggio-Ponte Albiate	S01485	1	45.658956	9.266961
Trivigno	S11452	15	40.588598	15.997824
Trofarello	S00455	3	44.980471	7.735206
Troia Castelluccio Sauri	S09322	16	41.319829	15.421123
Tromello	S00275	1	45.211988	8.872154
Tronzano	S00239	3	45.342929	8.168395
Tropea	S11760	17	38.672302	15.894568
Tufo	S09512	18	41.013853	14.815962
Tuoro Sul Trasimeno	S07000	6	43.196631	12.0796
Tusa	S12022	14	38.007989	14.256693
Tuturano	S11140	16	40.550726	17.979016
Udine	S03026	10	46.055791	13.242003
Ugovizza Valbruna	S03006	10	46.502902	13.494972
Uras Mogoro	S12880	20	39.692629	8.696459
Urbisaglia Sforzacosta	S07306	11	43.25746	13.416932
Ururi Rotello	S09467	7	41.801134	14.953072
Venezia Santa Lucia	S02593	12	45.441569	12.320882
Verona Porta Nuova	S02430	12	45.428603	10.982377
Viterbo Porta Fiorentina	S08304	5	42.425237	12.106204
Vada	S06025	13	43.352641	10.470376
Vaglia	S06602	13	43.924442	11.284576
Vaglio Basilicata	S11450	15	40.656322	15.880105
Vaiano	S05136	13	43.961772	11.130773
Vairano	S09203	18	41.317446	14.104022
Valdaora - Anterselva	S02110	9	46.769231	12.02898
Valdibrana	S05117	13	43.965434	10.909994
Valenza	S00041	3	45.023527	8.625808
Valle Aurelia	S08329	5	41.899356	12.447667
Valle Di Maddaloni	S09304	18	41.087558	14.426049
Valle Di Mercato S.Severino	S09705	18	40.776365	14.722362
Valle Lomellina	S00037	1	45.150588	8.685874
Vallecrosia	S04502	2	43.787619	7.634997
Valledolmo	S12231	14	37.709073	13.756029
Vallelunga	S12232	14	37.691542	13.846428
Vallo Della Luc. Castelnuovo	S11709	18	40.233316	15.266511
Valmadonna	S00042	3	44.972588	8.610667
Valmadrera	S01463	1	45.846439	9.368183
Valmontone	S08656	5	41.774291	12.923696
Valtopina	S07214	6	43.05689	12.755068
Vandoies	S02103	9	46.814822	11.723079
Vanzago Pogliano	S01036	1	45.525216	8.995531
Vaprio D`Agogna	S00022	3	45.599085	8.536862
Varallo Pombia	S00982	3	45.670032	8.620047
Varallo Sesia	S00100	3	45.815227	8.256606
Varano	S07500	11	43.574729	13.523436
Varazze	S04531	2	44.356842	8.566682
Varenna Esino	S01411	1	46.015	9.286405
Varese	S01205	1	45.816201	8.833089
Varignana	S05052	8	44.436796	11.523078
Vasto S.Salvo	S07824	19	42.079832	14.739483
Vastogirardi	S08913	7	41.739482	14.249334
Ve Asseggiano	S02513	12	45.499357	12.178101
Velletri	S08734	5	41.682421	12.780864
Venafro	S09060	7	41.482975	14.048722
Venetico	S12047	14	38.216502	15.367076
Venezia Carpenedo	S02672	12	45.506697	12.247609
Venezia Marittima	S02594	12	45.43995	12.320091
Venezia Mestre	S02589	12	45.482123	12.232069
Venezia Porto Marghera	S02592	12	45.472381	12.256536
Venosa - Maschito	S11302	15	40.979136	15.846171
Ventimiglia	S04501	2	43.792561	7.610224
Venzone	S03018	10	46.331883	13.13549
Verbania-Pallanza	S01013	3	45.943821	8.47224
Verceia	S01404	1	46.202832	9.458412
Vercelli	S00245	3	45.329909	8.416028
Vercurago S.Girolamo	S01523	1	45.812122	9.422349
Verdello Dalmine	S01600	1	45.605715	9.619797
Vergato	S05107	8	44.282723	11.114386
Vergiate	S01027	1	45.717119	8.693187
Vergnasco	S00073	3	45.489282	8.091687
Vernante	S00616	3	44.244639	7.535986
Vernazza	S04733	2	44.134963	9.684804
Vernio Montepiano Cantagallo	S05135	13	44.043991	11.152342
Verolanuova	S01903	1	45.324989	10.08388
Verolengo	S00170	3	45.193107	7.969511
Verona Ca` Di David	S02061	12	45.384406	10.994897
Verona Porta Vescovo	S02433	12	45.435552	11.018841
Verres	S00145	4	45.659822	7.690012
Verzuolo	S00701	3	44.598767	7.48724
Vespolate	S00031	3	45.351517	8.671947
Vespri	S12135	14	38.101996	13.362701
Vetralla	S08309	5	42.304619	12.089137
Vezzano Ligure	S06171	2	44.127081	9.88928
Viadana Bresciana	S01842	1	45.373648	10.331792
Viareggio	S06040	13	43.865947	10.257886
Vibo Marina	S11754	17	38.713731	16.120199
Vibo Valenzia Pizzo	S11789	17	38.714593	16.139887
Vicarello	S06017	13	43.609253	10.460442
Vicchio	S06700	13	43.933463	11.457634
Vicenza	S02446	12	45.541102	11.540762
Vico Matrino	S08310	5	42.278028	12.121681
Vicofertile	S06150	8	44.778436	10.25834
Vicoforte San Michele	S00953	3	44.37404	7.894687
Vicovaro	S08511	5	42.010183	12.888294
Vidalengo	S01709	1	45.517854	9.639676
Vietri Sul Mare	S09817	18	40.674996	14.726829
Vigevano	S01061	1	45.312712	8.861977
Vigliano Candelo	S00977	3	45.557517	8.108475
Vigliano D`Abruzzo	S07412	19	42.341675	13.231335
Vigliano D`Asti	S00802	3	44.827335	8.218271
Vigna Di Valle	S08316	5	42.076863	12.210716
Vignale	S00021	3	45.478989	8.613132
Vignale Riotorto	S06032	13	42.967587	10.667255
Vignate	S01704	1	45.493946	9.374083
Vigodarzere	S02528	12	45.453289	11.891641
Vigone	S00542	3	44.846923	7.491123
Vigonza Pianiga	S02586	12	45.442799	12.017977
Villa Bonelli	S08399	5	41.8477601	12.455223
Villa Cade`	S05022	8	44.743203	10.519402
Villa Castelli	S11608	16	40.523377	17.476149
Villa Claudia	S08714	5	41.484326	12.61709
Villa Del Conte	S02523	12	45.607701	11.852518
Villa Di Tirano	S01439	1	46.196164	10.13033
Villa Literno	S09003	18	41.004956	14.06753
Villa Opicina	S03466	10	45.6944	13.791142
Villa Raverio	S01487	1	45.690418	9.261549
Villa S.G.Cannitello	S11773	17	38.23409	15.653246
Villa San Giovanni	S11774	17	38.216638	15.634336
Villa San Sebastiano	S08523	19	42.049331	13.308271
Villabartolomea	S02367	12	45.153057	11.348728
Villabassa - Braies	S02112	9	46.736492	12.167041
Villabate	S12006	14	38.086094	13.451314
Villadossola	S00001	3	46.064151	8.264675
Villafranca - Bagnone	S06166	13	44.294399	9.948096
Villafranca C.	S00459	3	44.908916	8.043692
Villafranca Di Verona	S02331	12	45.349801	10.849016
Villafranca P.	S00543	3	44.786739	7.510077
Villafranca Tirrena	S12050	14	38.233517	15.42892
Villalba	S12233	14	37.668526	13.885155
Villamaggiore	S01802	1	45.32045	9.190674
Villamassargia Domusnovas	S12952	20	39.294811	8.641986
Villanova	S00458	3	44.963159	7.947136
Villanova Di Reggiolo	S02345	8	44.915925	10.842455
Villanova D`Arda	S01962	8	45.028291	9.993291
Villanova D`Ardenghi	S00278	1	45.156982	9.037176
Villapiana Lido	S11809	17	39.811234	16.490988
Villapiana Torre Cerchiara	S11810	17	39.790568	16.479497
Villarosa	S12237	14	37.567205	14.200464
Villasanta	S01481	1	45.603434	9.304923
Villasor	S12887	20	39.381451	8.935907
Villaspeciosa Uta	S12956	20	39.304168	8.940501
Villastellone	S00600	3	44.920531	7.749572
Villaverla Montecchio	S02145	12	45.656998	11.524271
Villazzano	S02300	9	46.045911	11.13906
Villeneuve	S00135	4	45.706648	7.213481
Villetta	S08711	5	41.738237	12.649463
Villetta Malagnino	S01916	1	45.137019	10.111943
Villetta S. Romano	S06322	13	44.146764	10.367565
Vilpiano-Nalles	S02222	9	46.554251	11.220143
Vinchiaturo	S09457	7	41.49385	14.59801
Vipiteno	S02006	9	46.895732	11.440206
Visano	S01844	1	45.31531	10.363098
Visone	S04100	3	44.661951	8.500198
Viterbo Porta Romana	S08306	5	42.411974	12.110482
Vittoria	S12410	14	36.958721	14.52499
Vittorio Veneto	S02733	12	45.989946	12.29327
Vittuone Arluno	S01042	1	45.491054	8.947299
Vitulano Foglianise	S09310	18	41.163008	14.720027
Vituso	S12391	14	37.160465	14.451623
Vizzini	S12273	14	37.182566	14.729457
Voghera	S01807	1	44.9978	9.007942
Vogogna Ossola	S01008	3	46.005883	8.294664
Voltana	S05807	8	44.540369	11.93605
Volterra Saline - Pomarance	S06753	13	43.35962	10.808269
Zagarolo	S08652	5	41.821927	12.82692
Zambra	S06425	13	43.825856	11.206206
Zambrone	S11758	17	38.712738	15.976204
Zappulla	S12029	14	38.116962	14.703086
Zinasco Nuovo	S00401	1	45.124555	8.999657
Zoagli	S04721	2	44.33546	9.269126
